Ocupação	Tempo	E[N]	E[W]	Erro de Little
16200	0,906235	9,02401	1,805692	2,28463E-10
16300	0,906135	9,024195	1,80552	2,15703E-10
16400	0,906575	9,02999	1,805971	3,08404E-10
16500	0,906369	9,015822	1,803492	3,65782E-10
16600	0,906017	8,990512	1,798271	2,25874E-10
16700	0,90575	8,965135	1,793429	3,54698E-10
16800	0,905877	9,016445	1,802784	3,31958E-10
16900	0,90535	8,983564	1,796859	2,59533E-10
17000	0,904806	8,948283	1,790232	2,13749E-10
17100	0,904314	8,91723	1,784661	2,51145E-10
17200	0,904209	8,910251	1,783482	2,95984E-10
17300	0,904367	8,893286	1,779863	3,05315E-10
17400	0,9044	8,895212	1,780834	2,60242E-10
17500	0,904392	8,878387	1,777392	1,66935E-10
17600	0,904289	8,868348	1,775497	2,28473E-10
17700	0,904557	8,858662	1,772752	2,25086E-10
17800	0,904978	8,966831	1,794167	2,84244E-10
17900	0,905084	8,957128	1,792322	3,38087E-10
18000	0,904676	8,929317	1,786896	2,48656E-10
18100	0,904753	8,965834	1,794989	1,09997E-10
18200	0,905094	8,977752	1,797336	1,09228E-10
18300	0,905242	8,976653	1,79755	4,22649E-11
18400	0,905327	8,976577	1,797655	6,99334E-11
18500	0,905007	8,950781	1,792771	6,66063E-11
18600	0,904913	8,94312	1,791815	6,90008E-11
18700	0,904783	8,925465	1,788344	8,13074E-11
18800	0,90475	8,910107	1,785396	6,17248E-11
18900	0,904611	8,897343	1,78294	4,66347E-11
19000	0,904758	8,913714	1,785892	1,12694E-10
19100	0,904637	8,896147	1,782409	9,68772E-11
19200	0,904507	8,871293	1,777161	4,96279E-11
19300	0,90474	8,899904	1,782437	1,02135E-10
19400	0,905171	8,977335	1,79694	1,74449E-10
19500	0,905658	9,169439	1,834478	1,62041E-10
19600	0,905698	9,196551	1,840145	1,24043E-10
19700	0,905701	9,191394	1,838873	9,82006E-11
19800	0,90571	9,195796	1,839909	6,83933E-11
19900	0,905959	9,204457	1,841072	2,11653E-11
20000	0,905646	9,210822	1,842639	4,97256E-11
20100	0,905581	9,220698	1,844782	7,91474E-11
20200	0,905652	9,217465	1,843681	7,79181E-11
20300	0,905832	9,234688	1,847065	9,95488E-11
20400	0,905608	9,214963	1,843968	1,2348E-10
20500	0,905739	9,234523	1,847713	1,75584E-10
20600	0,906	9,267813	1,853956	1,68841E-10
20700	0,906303	9,282056	1,85669	1,66949E-10
20800	0,906291	9,275819	1,855283	2,25562E-11
20900	0,906272	9,264165	1,852214	3,12657E-10
21000	0,90625	9,25527	1,850207	2,86231E-10
21100	0,906593	9,294495	1,857337	3,60139E-10
21200	0,906384	9,280842	1,854503	5,41872E-10
21300	0,906595	9,281886	1,854688	3,27521E-10
21400	0,90668	9,293013	1,856017	4,07951E-10
21500	0,906685	9,283703	1,854984	4,29361E-10
21600	0,906479	9,262375	1,850781	3,95669E-10
21700	0,90665	9,255446	1,849561	4,32866E-10
21800	0,906725	9,237083	1,845689	2,27882E-10
21900	0,906521	9,219439	1,842518	9,68292E-11
22000	0,906715	9,211685	1,840476	1,12836E-10
22100	0,906851	9,204725	1,839009	1,40998E-10
22200	0,906636	9,188895	1,836125	2,28791E-10
22300	0,906779	9,183682	1,83493	3,24391E-10
22400	0,906995	9,19212	1,836276	1,89248E-10
22500	0,907129	9,181459	1,834083	2,62206E-10
22600	0,907092	9,166231	1,831326	1,71163E-10
22700	0,906973	9,151606	1,828526	1,08649E-10
22800	0,907119	9,153251	1,828852	1,59346E-10
22900	0,907044	9,136309	1,826044	1,01663E-10
23000	0,906849	9,114841	1,822144	2,31955E-10
23100	0,906737	9,106188	1,820634	1,0462E-10
23200	0,906772	9,101161	1,8199	1,12768E-10
23300	0,906764	9,099909	1,819791	8,96563E-11
23400	0,906742	9,089253	1,817506	1,11998E-10
23500	0,906863	9,079363	1,81545	8,8221E-11
23600	0,906918	9,067129	1,81316	8,57447E-12
23700	0,906761	9,048926	1,809751	1,63656E-10
23800	0,906614	9,028776	1,805989	1,57197E-10
23900	0,906645	9,059802	1,812166	1,0194E-10
24000	0,906775	9,077083	1,815476	9,24629E-11
24100	0,906665	9,070888	1,814237	1,50941E-10
24200	0,906429	9,054115	1,811101	5,07683E-11
24300	0,906538	9,056707	1,811609	5,10276E-11
24400	0,906771	9,061681	1,812855	5,58167E-11
24500	0,906844	9,062134	1,813232	2,74962E-11
24600	0,907068	9,061351	1,812739	5,67351E-11
24700	0,906963	9,048721	1,810716	4,7125E-11
24800	0,906496	9,024972	1,806669	8,48015E-11
24900	0,906526	9,008946	1,803574	2,30113E-10
25000	0,906547	9,005329	1,802946	3,75078E-10
25100	0,906378	8,986237	1,799695	3,42919E-10
25200	0,906407	8,974752	1,797614	3,89836E-10
25300	0,906551	8,973909	1,797314	5,25322E-10
25400	0,90664	8,965565	1,795403	5,40995E-10
25500	0,906783	8,963853	1,795051	6,18211E-10
25600	0,906652	8,960271	1,794447	5,55096E-10
25700	0,906471	8,95269	1,793124	5,57344E-10
25800	0,906477	8,943635	1,790826	7,30816E-10
25900	0,906319	8,928803	1,78795	6,94532E-10
26000	0,906493	8,926669	1,787091	6,00851E-10
26100	0,906434	8,930705	1,787957	5,23681E-10
26200	0,906741	8,955639	1,792769	6,10772E-10
26300	0,906974	8,980892	1,797698	5,84556E-10
26400	0,907053	8,979283	1,797343	6,33865E-10
26500	0,907071	8,969694	1,795607	5,14376E-10
26600	0,907247	8,962695	1,794073	5,14412E-10
26700	0,907309	8,97296	1,795619	5,60039E-10
26800	0,907382	8,975927	1,795892	5,18567E-10
26900	0,907199	8,96318	1,793674	3,97954E-10
27000	0,907402	8,994194	1,799662	4,14532E-10
27100	0,907627	9,022055	1,804647	4,87724E-10
27200	0,90776	9,038733	1,808092	4,15023E-10
27300	0,908098	9,083879	1,816267	4,19892E-10
27400	0,90815	9,110031	1,821651	5,79856E-10
27500	0,907914	9,089827	1,817735	6,27974E-10
27600	0,908057	9,094057	1,818297	5,66617E-10
27700	0,908016	9,07831	1,815534	6,1689E-10
27800	0,907958	9,066324	1,81323	4,66027E-10
27900	0,907718	9,050007	1,81006	3,69825E-10
28000	0,907445	9,035176	1,80706	3,98405E-10
28100	0,907394	9,024433	1,80533	2,59316E-10
28200	0,907601	9,046003	1,809628	4,37408E-10
28300	0,907519	9,037296	1,807829	2,94447E-10
28400	0,907536	9,037663	1,807728	1,66285E-10
28500	0,907191	9,017396	1,803827	1,59996E-11
28600	0,907462	9,044842	1,808827	1,43796E-11
28700	0,907417	9,042739	1,808467	6,43876E-11
28800	0,907474	9,030114	1,805909	1,47329E-10
28900	0,907571	9,031252	1,805925	1,89573E-10
29000	0,907416	9,019235	1,803615	7,39035E-11
29100	0,907642	9,039219	1,807275	1,33173E-11
29200	0,907867	9,069155	1,813121	1,22515E-11
29300	0,907661	9,050403	1,8093	3,50173E-11
29400	0,907672	9,035423	1,806236	1,74206E-10
29500	0,907596	9,02143	1,803721	2,0421E-10
29600	0,907464	9,007414	1,801028	1,4413E-10
29700	0,907297	8,990637	1,797992	8,72955E-11
29800	0,907285	8,984318	1,796753	1,22558E-10
29900	0,907381	9,009145	1,801539	1,4227E-10
30000	0,907537	9,041787	1,807905	4,12648E-11
30100	0,907472	9,037286	1,807276	1,82952E-10
30200	0,907419	9,026898	1,80541	2,81918E-10
30300	0,907703	9,066579	1,812964	2,88454E-10
30400	0,908007	9,094533	1,818327	1,73998E-10
30500	0,90791	9,098004	1,819299	1,47535E-10
30600	0,907783	9,082012	1,815903	5,11662E-11
30700	0,907876	9,078704	1,815112	1,32907E-10
30800	0,90802	9,078771	1,815259	2,45137E-11
30900	0,908109	9,075894	1,814789	1,73497E-11
31000	0,908145	9,069216	1,813345	3,68043E-11
31100	0,908343	9,070082	1,813257	1,86271E-10
31200	0,908358	9,059029	1,811378	2,15595E-10
31300	0,908264	9,048441	1,809248	2,09456E-10
31400	0,90835	9,042384	1,808083	3,15525E-10
31500	0,908517	9,045308	1,808502	3,30282E-10
31600	0,90856	9,06104	1,811627	6,84157E-10
31700	0,908707	9,073231	1,814002	6,42954E-10
31800	0,908596	9,057963	1,810794	7,39265E-10
31900	0,908346	9,040165	1,807525	7,25166E-10
32000	0,90842	9,039634	1,806939	8,94165E-10
32100	0,908192	9,023559	1,803958	7,57222E-10
32200	0,908038	9,012131	1,801778	8,4861E-10
32300	0,908046	9,009451	1,801421	1,00113E-09
32400	0,908008	8,998182	1,799369	1,12007E-09
32500	0,907778	8,990477	1,797854	1,07712E-09
32600	0,907835	9,008489	1,801371	1,05062E-09
32700	0,907814	8,993914	1,798344	1,09267E-09
32800	0,907894	8,995321	1,798436	1,1479E-09
32900	0,908166	9,031355	1,805086	1,26892E-09
33000	0,908121	9,017706	1,802413	1,28277E-09
33100	0,908076	9,007316	1,800593	1,36347E-09
33200	0,908177	9,008459	1,800561	1,45174E-09
33300	0,908325	9,014116	1,801741	1,3295E-09
33400	0,908306	9,006988	1,80012	1,37338E-09
33500	0,908181	9,012214	1,801363	1,45172E-09
33600	0,908103	8,997636	1,798582	1,69851E-09
33700	0,907779	8,980939	1,795531	1,58112E-09
33800	0,907891	8,976166	1,794383	1,38959E-09
33900	0,907669	8,962638	1,792162	1,26722E-09
34000	0,907739	8,954463	1,790182	1,19738E-09
34100	0,907663	8,951593	1,789857	1,32071E-09
34200	0,907858	8,962204	1,791768	1,5331E-09
34300	0,907919	8,976273	1,794563	1,47351E-09
34400	0,907893	8,967283	1,792944	1,4651E-09
34500	0,908091	8,982093	1,795685	1,20747E-09
34600	0,907919	8,971214	1,793648	1,24601E-09
34700	0,908136	8,988264	1,796893	1,33459E-09
34800	0,907995	8,974105	1,794087	1,25018E-09
34900	0,90785	8,960538	1,791448	1,15088E-09
35000	0,907976	8,964181	1,791718	1,20102E-09
35100	0,907797	8,951362	1,789212	1,39842E-09
35200	0,907989	8,967954	1,792506	1,2975E-09
35300	0,908085	8,973842	1,793838	1,51796E-09
35400	0,908075	8,976705	1,794185	1,55069E-09
35500	0,908281	8,977358	1,794275	1,67465E-09
35600	0,908487	8,993783	1,797452	1,62961E-09
35700	0,908531	8,993789	1,797459	1,76689E-09
35800	0,908708	8,990591	1,796687	1,49686E-09
35900	0,908672	8,979197	1,794484	1,483E-09
36000	0,908551	8,966361	1,792247	1,51515E-09
100	0,970962	31,77489	6,048283	1,56319E-13
200	0,985478	38,022386	6,982982	1,98952E-13
300	0,990322	43,77469	8,396583	7,24754E-13
400	0,977468	36,95179	7,277429	1,27898E-12
500	0,965081	32,008402	6,317725	2,40163E-12
600	0,970048	29,294369	5,831659	1,59872E-12
700	0,970468	27,647965	5,465103	3,30047E-12
800	0,968351	25,636334	5,120103	2,82441E-12
900	0,968149	23,741278	4,712186	3,49942E-12
1000	0,967077	22,424499	4,435164	6,05027E-12
1100	0,965022	21,547355	4,26966	4,27036E-12
1200	0,946945	20,062114	4,01066	8,11085E-12
1300	0,951025	20,992258	4,172511	1,20082E-11
1400	0,953764	20,857358	4,142837	9,73088E-12
1500	0,95239	20,435741	4,077101	1,41291E-11
1600	0,951671	19,871808	3,948108	6,30962E-12
1700	0,953015	19,717699	3,923958	1,15357E-11
1800	0,948905	19,138417	3,816138	1,00968E-11
1900	0,948426	18,756064	3,750354	1,95648E-11
2000	0,949634	18,564931	3,707888	1,93054E-11
2100	0,947586	18,092615	3,608788	2,03464E-11
2200	0,943835	17,512841	3,505048	1,72484E-11
2300	0,944862	17,519841	3,502662	6,83187E-12
2400	0,94661	18,350009	3,653922	1,51701E-12
2500	0,948749	21,0123	4,190348	6,07514E-13
2600	0,950716	24,251407	4,825743	1,79661E-11
2700	0,952543	25,829765	5,136091	3,6799E-11
2800	0,954237	26,730582	5,314536	3,77511E-11
2900	0,955817	27,91086	5,545047	4,56311E-11
3000	0,957288	28,491768	5,675518	4,23199E-11
3100	0,958667	29,421058	5,849049	2,33094E-11
3200	0,958903	29,117004	5,791497	1,53868E-11
3300	0,957165	28,42385	5,654574	1,03846E-11
3400	0,957226	27,931005	5,541781	7,57083E-12
3500	0,957892	27,536893	5,465396	1,16422E-11
3600	0,956502	26,971739	5,355489	1,59162E-11
3700	0,956859	26,84809	5,325406	1,70957E-11
3800	0,956722	26,563295	5,279126	3,81633E-11
3900	0,956966	26,223908	5,202835	1,55929E-11
4000	0,955215	25,769104	5,126308	1,48255E-11
4100	0,954804	25,346771	5,047891	1,20046E-11
4200	0,952883	25,040041	4,987489	2,08722E-11
4300	0,953979	25,33501	5,038844	4,40537E-13
4400	0,955029	25,516302	5,077181	1,52056E-11
4500	0,953012	25,167945	5,017481	2,61551E-11
4600	0,952777	24,821127	4,949388	2,96687E-11
4700	0,951292	24,401299	4,873773	1,14895E-11
4800	0,950763	24,024398	4,803682	2,11777E-11
4900	0,950456	24,027837	4,7976	2,07976E-11
5000	0,951104	24,124329	4,810795	1,48397E-11
5100	0,950655	23,865966	4,760158	2,50573E-11
5200	0,948861	23,493498	4,683345	2,15792E-11
5300	0,948609	23,184488	4,62396	2,93099E-11
5400	0,949421	23,243396	4,633391	3,61595E-11
5500	0,950058	23,019177	4,589663	8,58691E-12
5600	0,950478	22,792417	4,540053	6,27409E-12
5700	0,949467	22,507087	4,484213	2,27374E-13
5800	0,948525	22,246637	4,434212	1,62146E-11
5900	0,948495	22,118491	4,410845	1,86589E-11
6000	0,948848	21,982296	4,38094	1,25056E-12
6100	0,948918	21,756275	4,340552	2,38067E-11
6200	0,948502	21,521246	4,295035	7,40386E-12
6300	0,948467	21,360199	4,262812	4,25189E-11
6400	0,949271	21,389359	4,269327	2,89546E-11
6500	0,950055	21,402556	4,272714	4,07674E-11
6600	0,949613	21,176719	4,228155	1,55609E-11
6700	0,950221	21,158237	4,223726	1,72307E-12
6800	0,949111	20,90571	4,174497	7,60991E-12
6900	0,949515	20,804395	4,153985	5,71987E-13
7000	0,949075	20,629128	4,123796	8,73968E-12
7100	0,949615	20,581479	4,113464	2,38742E-12
7200	0,950314	20,638561	4,12654	2,0016E-11
7300	0,950662	20,56923	4,112766	3,91509E-12
7400	0,950255	20,472212	4,092596	3,85825E-12
7500	0,950021	20,330327	4,066028	4,03908E-11
7600	0,949441	20,149125	4,029768	1,19158E-11
7700	0,95005	20,066893	4,011273	2,02398E-11
7800	0,949734	19,927012	3,984111	1,09317E-11
7900	0,949357	19,776773	3,953748	2,94875E-12
8000	0,948787	19,600453	3,921849	2,99849E-12
8100	0,948524	19,471538	3,894781	1,97566E-11
8200	0,948482	19,44592	3,89193	1,92344E-11
8300	0,947538	19,329062	3,873444	2,13412E-11
8400	0,946818	19,158027	3,840885	3,18359E-11
8500	0,946733	19,100637	3,828474	6,40199E-11
8600	0,947353	19,457197	3,896506	7,76375E-11
8700	0,947957	20,055398	4,014784	1,29319E-10
8800	0,948548	20,203229	4,044557	1,01235E-10
8900	0,948676	20,150091	4,034006	8,50982E-11
9000	0,94906	20,199045	4,0412	5,34968E-11
9100	0,94919	20,326355	4,066626	7,5385E-11
9200	0,948637	20,164057	4,034181	7,14202E-11
9300	0,948509	20,018775	4,004852	8,0643E-11
9400	0,949056	20,210233	4,039669	6,06022E-11
9500	0,949273	20,186117	4,036177	4,34213E-11
9600	0,94962	20,211572	4,038986	4,19362E-11
9700	0,949295	20,119255	4,020901	7,2518E-11
9800	0,949129	20,021857	4,003465	5,54969E-11
9900	0,948996	19,868719	3,970618	6,99032E-11
10000	0,948652	19,747833	3,94679	9,95399E-11
10100	0,948723	19,753786	3,948251	8,923E-11
10200	0,948235	19,657438	3,92867	5,49214E-11
10300	0,947174	19,526849	3,905129	9,5568E-13
10400	0,946934	19,406188	3,881487	1,02574E-10
10500	0,947093	19,358708	3,870552	1,68871E-10
10600	0,947592	19,628719	3,923078	1,58423E-10
10700	0,947848	19,678823	3,931685	1,24164E-10
10800	0,947512	19,542521	3,905811	1,42339E-10
10900	0,946958	19,42288	3,883581	1,3096E-10
11000	0,947339	19,43938	3,885829	1,00776E-10
11100	0,947814	19,525057	3,901386	5,71987E-11
11200	0,947748	19,466942	3,892546	4,93614E-11
11300	0,947489	19,408848	3,881671	1,0143E-11
11400	0,94771	19,328641	3,863227	3,08731E-12
11500	0,947545	19,277294	3,850948	3,47384E-11
11600	0,947598	19,167446	3,82869	1,95044E-11
11700	0,947408	19,061117	3,80616	2,31424E-11
11800	0,94774	19,107057	3,814775	1,30491E-11
11900	0,948091	19,114173	3,817044	4,90772E-11
12000	0,947564	19,00863	3,797905	1,63745E-11
12100	0,94767	18,949267	3,785465	3,11502E-11
12200	0,94798	18,968867	3,789222	4,76632E-11
12300	0,947928	18,912844	3,777163	7,50191E-11
12400	0,947708	18,850714	3,76601	1,9817E-11
12500	0,947542	18,78482	3,752569	9,59233E-14
12600	0,946566	18,669782	3,729967	1,47331E-11
12700	0,945862	18,584932	3,713711	7,84546E-11
12800	0,94581	18,554635	3,708953	8,65548E-11
12900	0,946097	18,564661	3,71019	2,87983E-11
13000	0,945633	18,461091	3,690229	2,74412E-11
13100	0,945534	18,463874	3,691016	7,29443E-11
13200	0,945699	18,427458	3,682534	9,89147E-11
13300	0,945831	18,365061	3,669958	1,21574E-10
13400	0,945988	18,302044	3,657018	1,02368E-10
13500	0,945812	18,225419	3,641733	1,00933E-10
13600	0,945244	18,162945	3,632714	9,48361E-11
13700	0,945035	18,083797	3,617633	6,39595E-11
13800	0,944443	17,985256	3,599902	8,2423E-11
13900	0,944757	17,944172	3,589907	1,0332E-10
14000	0,944877	17,930851	3,586438	5,61755E-11
14100	0,944588	17,847457	3,571061	3,62022E-11
14200	0,944647	17,857728	3,5731	2,70433E-11
14300	0,945034	17,895393	3,580216	2,47766E-11
14400	0,944524	17,800295	3,563617	2,86526E-11
14500	0,944347	17,744866	3,552101	6,5441E-12
14600	0,943683	17,650517	3,535408	3,29301E-11
14700	0,943901	17,616518	3,527627	6,3352E-11
14800	0,943958	17,615407	3,527536	1,20128E-10
14900	0,94344	17,533886	3,512416	9,62004E-11
15000	0,943818	17,845994	3,572236	3,92433E-11
15100	0,944047	17,905529	3,587035	7,25642E-11
15200	0,944181	17,853399	3,576538	1,74818E-10
15300	0,944354	17,81364	3,569333	1,9261E-10
15400	0,944184	17,738394	3,554279	1,70186E-10
15500	0,944544	17,875366	3,580407	1,0732E-10
15600	0,944901	18,188892	3,641597	1,85391E-10
15700	0,945189	18,256	3,655756	1,30822E-10
15800	0,945535	18,391379	3,681645	6,61196E-11
15900	0,945574	18,34537	3,671982	1,32268E-11
16000	0,945373	18,268074	3,658361	4,3034E-11
16100	0,945595	18,286251	3,660426	3,78257E-11
16200	0,945456	18,233841	3,649514	4,40536E-12
16300	0,945193	18,177798	3,637921	7,25713E-11
16400	0,944658	18,092173	3,621859	1,02265E-10
16500	0,944692	18,04432	3,613287	1,26459E-10
16600	0,944334	17,971024	3,598394	1,53712E-10
16700	0,944253	17,90201	3,58418	1,9304E-10
16800	0,94402	17,879922	3,580491	1,50401E-10
16900	0,944132	17,862309	3,576605	1,47427E-10
17000	0,944285	17,816787	3,567833	2,47621E-10
17100	0,944236	17,79383	3,56397	2,29218E-10
17200	0,943992	17,745948	3,555793	2,20655E-10
17300	0,944076	17,706994	3,548256	1,6507E-10
17400	0,944091	17,638663	3,535366	1,81856E-10
17500	0,944285	17,713175	3,547998	2,05606E-10
17600	0,944295	17,72132	3,550719	2,20556E-10
17700	0,943799	17,644061	3,535919	2,923E-10
17800	0,943806	17,61279	3,530325	3,77206E-10
17900	0,944119	17,648758	3,53619	3,44549E-10
18000	0,944315	17,686201	3,545059	3,47253E-10
18100	0,944169	17,627989	3,534155	2,60222E-10
18200	0,94391	17,574416	3,523548	3,15595E-10
18300	0,944145	17,580844	3,524054	2,91248E-10
18400	0,944326	17,605615	3,528867	3,19741E-10
18500	0,943982	17,530845	3,515031	3,19645E-10
18600	0,943781	17,480334	3,504596	3,10955E-10
18700	0,944045	17,440646	3,497063	2,80355E-10
18800	0,944246	17,421684	3,492971	3,01963E-10
18900	0,944199	17,358138	3,481683	2,09852E-10
19000	0,944269	17,331329	3,47723	1,97204E-10
19100	0,944182	17,281489	3,466233	1,85203E-10
19200	0,944473	17,411464	3,491089	1,51545E-10
19300	0,944649	17,445532	3,49876	1,57701E-10
19400	0,944735	17,429348	3,494762	1,11527E-10
19500	0,944886	17,416102	3,492631	1,57911E-10
19600	0,945158	17,447998	3,498415	2,47056E-10
19700	0,944934	17,404993	3,490664	2,37527E-10
19800	0,945011	17,355739	3,480335	2,2369E-10
19900	0,944411	17,285908	3,467376	2,41982E-10
20000	0,944556	17,264888	3,463605	2,55483E-10
20100	0,944712	17,250112	3,461683	2,75794E-10
20200	0,944924	17,211765	3,453524	3,7921E-10
20300	0,944809	17,161729	3,44408	4,21199E-10
20400	0,945065	17,252776	3,459542	3,55676E-10
20500	0,945331	17,426329	3,495728	3,62117E-10
20600	0,945596	17,432616	3,497185	2,8318E-10
20700	0,945582	17,398382	3,48988	2,69871E-10
20800	0,945236	17,359562	3,483928	2,07123E-10
20900	0,944872	17,301285	3,473044	1,5649E-10
21000	0,944733	17,257662	3,464225	1,22924E-10
21100	0,944903	17,224909	3,457834	2,50512E-10
21200	0,944901	17,19156	3,451168	2,12246E-10
21300	0,944499	17,137285	3,441412	4,94037E-10
21400	0,94449	17,094089	3,432181	5,25059E-10
21500	0,944669	17,084568	3,43105	5,24278E-10
21600	0,944547	17,053923	3,424729	4,65295E-10
21700	0,943943	16,991884	3,413821	3,79011E-10
21800	0,943966	16,954126	3,405603	4,0216E-10
21900	0,943838	16,903898	3,395173	5,01657E-10
22000	0,943872	16,868371	3,387133	5,04507E-10
22100	0,944125	16,973293	3,407112	4,7482E-10
22200	0,944376	17,024089	3,416495	4,99305E-10
22300	0,944465	16,992064	3,409907	5,30118E-10
22400	0,944318	16,947253	3,401358	5,06656E-10
22500	0,944116	16,90835	3,394153	6,88527E-10
22600	0,944272	16,880547	3,388025	6,44942E-10
22700	0,944412	16,938804	3,399244	5,12181E-10
22800	0,944656	17,072241	3,42499	3,44791E-10
22900	0,944898	17,140182	3,438907	3,519E-10
23000	0,944977	17,158716	3,442364	3,38133E-10
23100	0,945216	17,320679	3,473085	3,60622E-10
23200	0,945452	17,577325	3,524031	2,97401E-10
23300	0,945686	17,835042	3,575293	2,93092E-10
23400	0,945918	17,935787	3,596188	2,4265E-10
23500	0,946148	17,979668	3,605224	1,38055E-10
23600	0,945724	17,921843	3,595208	1,56877E-10
23700	0,945657	17,876939	3,586097	6,70504E-11
23800	0,9458	17,852096	3,580981	2,61608E-10
23900	0,945893	17,818594	3,573818	3,08912E-10
24000	0,946119	17,821474	3,573924	3,213E-10
24100	0,946121	17,776232	3,564831	2,55454E-10
24200	0,946201	17,754164	3,560601	3,13669E-10
24300	0,945859	17,702868	3,550828	2,73221E-10
24400	0,945794	17,680194	3,546321	2,45688E-10
24500	0,945655	17,630507	3,536398	2,44956E-10
24600	0,945529	17,592196	3,528234	2,85677E-10
24700	0,945735	17,605914	3,529469	3,63503E-10
24800	0,9458	17,602254	3,52909	2,5511E-10
24900	0,945858	17,628788	3,535757	3,6518E-10
25000	0,945352	17,571404	3,524907	3,53296E-10
25100	0,945288	17,523242	3,51563	3,84059E-10
25200	0,945247	17,479584	3,50755	3,42595E-10
25300	0,94511	17,442858	3,499575	2,8351E-10
25400	0,944728	17,40263	3,492652	3,70292E-10
25500	0,944684	17,369819	3,486645	5,10465E-10
25600	0,944826	17,346018	3,482127	3,98881E-10
25700	0,944651	17,300541	3,47461	4,13099E-10
25800	0,944676	17,27526	3,468517	5,53666E-10
25900	0,94489	17,353987	3,484218	6,38522E-10
26000	0,944637	17,31211	3,47712	6,82235E-10
26100	0,94464	17,274561	3,469734	7,50418E-10
26200	0,944445	17,248023	3,464252	7,74087E-10
26300	0,94457	17,2794	3,46997	6,43094E-10
26400	0,944644	17,281137	3,47152	8,44594E-10
26500	0,9446	17,233931	3,461958	8,36181E-10
26600	0,944512	17,207992	3,457692	7,76566E-10
26700	0,94451	17,182538	3,452535	7,88731E-10
26800	0,944608	17,189771	3,454242	8,78131E-10
26900	0,944429	17,15243	3,447011	9,20135E-10
27000	0,94417	17,112719	3,439402	1,00447E-09
27100	0,943966	17,075277	3,432218	1,06688E-09
27200	0,944119	17,056058	3,428717	1,03631E-09
27300	0,944125	17,024611	3,422617	9,92429E-10
27400	0,943917	17,007369	3,418882	1,01307E-09
27500	0,943802	16,996634	3,416943	9,39448E-10
27600	0,943704	16,988826	3,415826	1,0791E-09
27700	0,94327	16,941922	3,407298	1,04189E-09
27800	0,943167	16,902537	3,399681	1,06589E-09
27900	0,943062	16,86754	3,39243	1,02604E-09
28000	0,943152	16,846736	3,388005	8,59579E-10
28100	0,943224	16,881898	3,394728	8,8837E-10
28200	0,943426	16,957574	3,409	8,4993E-10
28300	0,943625	17,056995	3,429659	8,84906E-10
28400	0,94333	17,014455	3,421654	8,61913E-10
28500	0,943529	17,030232	3,424742	8,27871E-10
28600	0,943726	17,090374	3,436351	8,12463E-10
28700	0,943922	17,168931	3,452122	7,98561E-10
28800	0,943924	17,150462	3,448125	7,46816E-10
28900	0,944117	17,171294	3,451367	6,23295E-10
29000	0,944311	17,195822	3,456129	5,2891E-10
29100	0,944116	17,156336	3,448133	4,41911E-10
29200	0,94405	17,121324	3,441534	5,08589E-10
29300	0,943899	17,117731	3,440674	3,64828E-10
29400	0,943927	17,097566	3,436855	3,85775E-10
29500	0,943887	17,063874	3,430053	1,88834E-10
29600	0,943828	17,030749	3,424137	1,25254E-10
29700	0,943855	16,991938	3,416492	2,30166E-10
29800	0,943728	16,954499	3,409434	5,51662E-10
29900	0,943881	16,972225	3,41208	5,92753E-10
30000	0,944046	16,989343	3,415641	6,06718E-10
30100	0,944003	16,956783	3,409082	7,9573E-10
30200	0,944188	17,006451	3,41883	7,58263E-10
30300	0,944256	17,0012	3,417672	5,66892E-10
30400	0,944399	16,993698	3,416161	2,13262E-10
30500	0,944162	16,964076	3,410569	2,30536E-10
30600	0,9441	16,947837	3,407356	3,39146E-10
30700	0,943954	16,908074	3,400043	3,48852E-10
30800	0,944091	16,912458	3,400415	4,06068E-10
30900	0,944213	16,923066	3,402782	4,1786E-10
31000	0,944115	16,888111	3,395452	3,89903E-10
31100	0,944239	16,879827	3,393435	1,82879E-10
31200	0,944264	16,883179	3,39516	2,40409E-10
31300	0,944391	16,882708	3,394931	2,64926E-10
31400	0,944281	16,848477	3,387702	2,16897E-10
31500	0,94413	16,832322	3,384599	2,96215E-10
31600	0,94425	16,838721	3,385462	4,21284E-10
31700	0,944364	16,839465	3,385535	4,29768E-10
31800	0,94451	16,836038	3,385106	5,05036E-10
31900	0,944684	16,882985	3,394509	4,84459E-10
32000	0,944663	16,88016	3,393636	5,35525E-10
32100	0,944365	16,848193	3,38825	7,73809E-10
32200	0,944353	16,816622	3,381638	7,80108E-10
32300	0,944424	16,801944	3,378484	9,33277E-10
32400	0,944595	16,828311	3,38353	9,63279E-10
32500	0,944577	16,809546	3,379639	8,07983E-10
32600	0,944576	16,796338	3,376578	7,92276E-10
32700	0,944619	16,767313	3,370238	8,84892E-10
32800	0,94478	16,818785	3,379955	9,55737E-10
32900	0,944789	16,792239	3,374716	1,15375E-09
33000	0,944639	16,760776	3,368239	1,33566E-09
33100	0,944606	16,753925	3,36726	1,1582E-09
33200	0,944604	16,733344	3,363397	1,22244E-09
33300	0,944641	16,704979	3,356558	1,21092E-09
33400	0,944742	16,692779	3,354104	1,25921E-09
33500	0,944532	16,660217	3,348143	1,36291E-09
33600	0,944617	16,691867	3,353786	1,50249E-09
33700	0,944779	16,728404	3,360759	1,24659E-09
33800	0,944927	16,725514	3,359892	1,45182E-09
33900	0,945049	16,774266	3,36984	1,52661E-09
