Ocupação	Tempo	E[N]	E[W]	Erro de Little
34000	0,945077	16,756792	3,366837	1,51685E-09
34100	0,945237	16,770235	3,369237	1,45075E-09
34200	0,945398	16,78295	3,371549	1,33368E-09
34300	0,945474	16,807383	3,376154	1,40925E-09
34400	0,945633	16,866418	3,387535	1,48202E-09
34500	0,945574	16,843626	3,383644	1,51769E-09
34600	0,94557	16,849534	3,385106	1,46497E-09
34700	0,945621	16,832774	3,381521	1,76936E-09
34800	0,945691	16,847303	3,384921	1,5713E-09
34900	0,945343	16,808735	3,377749	1,49886E-09
35000	0,945202	16,784813	3,373205	1,50914E-09
35100	0,945102	16,764915	3,369414	1,5038E-09
35200	0,944995	16,74804	3,366045	1,56607E-09
35300	0,945151	16,755551	3,367154	1,7664E-09
35400	0,945306	16,769335	3,369851	1,79073E-09
35500	0,94546	16,784143	3,372788	1,70033E-09
35600	0,945526	16,775401	3,370735	1,76946E-09
35700	0,945678	16,83852	3,382672	1,6973E-09
35800	0,94583	16,98608	3,412059	1,71374E-09
35900	0,945981	17,086384	3,432898	1,63672E-09
36000	0,946131	17,125025	3,440368	1,63696E-09
100	0,941995	17,131604	3,496055	1,03029E-13
200	0,970971	24,756311	4,958388	6,32383E-13
300	0,980652	23,698254	4,668871	1,21858E-12
400	0,985489	22,620052	4,434716	4,83169E-13
500	0,970718	21,456373	4,214908	3,00915E-12
600	0,975592	26,48898	5,141783	7,03437E-13
700	0,979079	33,196515	6,438906	1,86162E-12
800	0,981691	37,831758	7,418771	2,85638E-12
900	0,983545	35,975579	7,120562	9,30811E-13
1000	0,985189	34,899247	6,891493	5,32907E-13
1100	0,98654	33,910625	6,698982	1,03739E-12
1200	0,984488	32,273457	6,39807	7,10543E-15
1300	0,985681	32,32065	6,406552	2,07478E-12
1400	0,986704	34,852699	6,880073	5,37881E-12
1500	0,98759	37,846889	7,495466	2,71427E-12
1600	0,988366	38,853001	7,711772	9,24416E-12
1700	0,989049	38,209175	7,588159	1,14255E-11
1800	0,989658	37,653342	7,500888	1,00187E-11
1900	0,989528	36,394837	7,243299	7,70939E-12
2000	0,989462	35,269378	7,006199	1,08216E-11
2100	0,986262	33,928352	6,747419	1,3948E-11
2200	0,985714	33,065145	6,570213	8,1215E-12
2300	0,984149	32,154341	6,40233	4,01457E-12
2400	0,982739	31,196727	6,215387	7,64544E-12
2500	0,981067	30,520883	6,073991	2,73559E-13
2600	0,981796	31,601038	6,280874	1,32907E-11
2700	0,982469	32,723906	6,503237	2,63967E-11
2800	0,983094	33,534432	6,67301	3,4504E-11
2900	0,983678	34,866069	6,933409	2,54587E-11
3000	0,984224	35,430019	7,044326	5,58913E-11
3100	0,984732	35,404484	7,046006	6,24638E-11
3200	0,984501	34,720265	6,915657	4,30589E-11
3300	0,983252	33,887757	6,748766	4,83809E-11
3400	0,982858	33,453067	6,663125	4,9269E-11
3500	0,981998	33,300704	6,629575	5,50244E-11
3600	0,982479	33,311525	6,638952	4,78693E-11
3700	0,980912	32,735744	6,529822	4,66471E-11
3800	0,980322	32,170581	6,429948	4,86295E-11
3900	0,980248	32,260571	6,439779	4,36344E-11
4000	0,980741	33,317278	6,646144	5,54365E-11
4100	0,981211	34,118948	6,805498	6,62581E-11
4200	0,981659	35,055146	6,989348	9,08926E-11
4300	0,982085	35,799636	7,140555	1,12301E-10
4400	0,982492	36,32602	7,248043	1,05942E-10
4500	0,982881	36,441499	7,271128	8,17835E-11
4600	0,983253	36,930739	7,366677	8,40785E-11
4700	0,98361	37,376795	7,46043	8,14495E-11
4800	0,983951	38,210071	7,613498	9,05729E-11
4900	0,98428	40,476104	8,061654	6,96048E-11
5000	0,984594	43,4239	8,646663	6,5306E-11
5100	0,984896	46,345953	9,22476	5,42428E-11
5200	0,985188	47,872946	9,535531	8,60538E-11
5300	0,985466	48,618531	9,701275	1,16273E-10
5400	0,985734	49,098394	9,784426	1,19257E-10
5500	0,985994	49,806072	9,927285	1,33376E-10
5600	0,986244	50,029012	9,966054	1,29724E-10
5700	0,986485	50,663009	10,084433	9,76357E-11
5800	0,986718	52,099437	10,362584	8,4718E-11
5900	0,986943	53,887764	10,717555	1,10738E-10
6000	0,987161	55,703918	11,082161	1,72001E-10
6100	0,987371	57,33572	11,396507	1,53577E-10
6200	0,987575	58,821019	11,689853	1,37376E-10
6300	0,987772	59,652537	11,859714	1,66011E-10
6400	0,987963	60,433687	12,008514	1,63176E-10
6500	0,988149	61,018895	12,131669	1,61663E-10
6600	0,988328	61,160901	12,15856	1,8062E-10
6700	0,988502	61,431459	12,217365	1,37625E-10
6800	0,988671	61,395167	12,207183	1,31251E-10
6900	0,988835	61,079447	12,142314	1,56092E-10
7000	0,987421	60,348985	12,000849	1,39529E-10
7100	0,987598	59,981595	11,92471	1,45988E-10
7200	0,987771	59,706488	11,879085	1,62977E-10
7300	0,987415	59,113882	11,765794	1,6572E-10
7400	0,987585	58,808951	11,716123	1,86567E-10
7500	0,986878	58,11282	11,581765	2,1204E-10
7600	0,985134	57,407147	11,448775	2,16289E-10
7700	0,984518	56,76958	11,333181	2,2149E-10
7800	0,984317	56,26547	11,237621	1,74673E-10
7900	0,984515	56,030696	11,178905	1,37014E-10
8000	0,98471	55,809498	11,141284	1,29482E-10
8100	0,984594	55,235925	11,02864	1,60476E-10
8200	0,98472	54,948269	10,966018	1,60604E-10
8300	0,984657	54,47941	10,870418	1,47672E-10
8400	0,984472	54,052992	10,786337	2,03364E-10
8500	0,984457	53,587083	10,694472	1,78005E-10
8600	0,984637	53,625713	10,69719	1,75518E-10
8700	0,984318	53,284302	10,639361	2,14335E-10
8800	0,984497	53,249788	10,62375	1,69713E-10
8900	0,984671	53,395032	10,647363	1,8931E-10
9000	0,984842	53,811668	10,72713	2,14953E-10
9100	0,985008	54,585545	10,877583	2,52491E-10
9200	0,985171	55,43322	11,045308	2,25988E-10
9300	0,98533	56,236221	11,192349	2,26812E-10
9400	0,985486	56,909241	11,336168	2,29811E-10
9500	0,985639	57,366581	11,434475	2,35971E-10
9600	0,985789	57,518802	11,470303	1,77486E-10
9700	0,985935	57,579233	11,476293	2,30379E-10
9800	0,986031	57,282699	11,42269	1,88123E-10
9900	0,986011	57,099285	11,375133	1,58103E-10
10000	0,98615	57,230146	11,401293	1,59254E-10
10100	0,986287	57,199597	11,400675	1,25539E-10
10200	0,986422	57,048061	11,365888	1,18519E-10
10300	0,986554	57,065054	11,361111	1,67653E-10
10400	0,986683	57,240472	11,395654	2,40902E-10
10500	0,98681	57,681987	11,478182	1,82958E-10
10600	0,986935	58,749326	11,687246	1,77401E-10
10700	0,987056	59,937867	11,933024	2,99423E-10
10800	0,987176	61,106122	12,173548	3,04624E-10
10900	0,987294	61,833997	12,316133	3,50298E-10
11000	0,987409	62,444837	12,441198	3,71543E-10
11100	0,987523	63,280057	12,598313	3,45118E-10
11200	0,987635	64,092795	12,76415	3,64693E-10
11300	0,987744	64,939274	12,932221	4,3795E-10
11400	0,987851	65,370391	13,023838	4,28997E-10
11500	0,987957	65,775125	13,104974	3,37678E-10
11600	0,988061	66,1188	13,170037	3,72992E-10
11700	0,988163	66,585988	13,262173	3,51733E-10
11800	0,988263	66,968328	13,340862	2,95401E-10
11900	0,988362	67,38217	13,413757	2,42764E-10
12000	0,988459	68,227717	13,576285	2,83862E-10
12100	0,988554	69,044685	13,742816	3,16078E-10
12200	0,988648	70,133374	13,955351	3,41402E-10
12300	0,98874	71,374133	14,20113	2,76927E-10
12400	0,988831	72,410735	14,411252	2,42949E-10
12500	0,988921	73,697207	14,661871	3,05619E-10
12600	0,989008	74,983207	14,911049	2,04409E-10
12700	0,989095	76,39688	15,200996	1,56987E-10
12800	0,98918	77,562372	15,436931	1,15875E-10
12900	0,989264	78,49531	15,62415	1,70985E-10
13000	0,989346	79,580843	15,838166	1,14738E-10
13100	0,989428	80,586454	16,040264	3,27418E-11
13200	0,989508	81,504656	16,229409	5,75398E-11
13300	0,989587	82,253476	16,391446	3,33955E-11
13400	0,989665	82,851033	16,517794	2,04778E-11
13500	0,989741	83,331135	16,607798	3,56692E-11
13600	0,989816	83,778428	16,698655	2,78533E-12
13700	0,989891	84,109154	16,766723	3,02975E-11
13800	0,989964	84,398966	16,826618	1,8062E-11
13900	0,990036	84,708057	16,891939	5,22959E-12
14000	0,990107	85,079138	16,95912	3,86393E-11
14100	0,990178	85,374034	17,011324	5,92735E-11
14200	0,990247	85,805394	17,091682	6,47162E-11
14300	0,990315	86,214588	17,165038	1,05018E-11
14400	0,990382	86,801869	17,275796	6,13909E-12
14500	0,990448	87,529411	17,418156	2,27374E-12
14600	0,990514	88,246862	17,565025	3,5044E-11
14700	0,990578	88,856937	17,702147	3,68203E-11
14800	0,990642	89,085873	17,748888	6,37499E-11
14900	0,990705	89,158424	17,761533	4,26041E-11
15000	0,990767	89,162604	17,756471	3,6124E-11
15100	0,990828	89,00889	17,734118	1,30271E-10
15200	0,99064	88,499167	17,641004	1,27343E-10
15300	0,990437	88,017963	17,545053	2,40874E-10
15400	0,990156	87,500703	17,44504	2,30273E-10
15500	0,989966	86,996137	17,339929	2,23451E-10
15600	0,99003	86,639925	17,265759	1,75945E-10
15700	0,989517	86,126399	17,16794	1,62132E-10
15800	0,989583	85,784894	17,096987	9,70886E-11
15900	0,989649	85,563228	17,047458	1,56589E-10
16000	0,989713	85,327411	17,005423	2,60187E-10
16100	0,989777	85,043366	16,949394	2,01794E-10
16200	0,989832	84,711897	16,88653	2,92474E-10
16300	0,989818	84,370816	16,817476	2,78419E-10
16400	0,98988	84,243573	16,789906	1,89672E-10
16500	0,989941	84,22088	16,780091	3,69056E-11
16600	0,990002	84,450439	16,817017	2,6148E-12
16700	0,990062	84,405967	16,810559	1,0715E-11
16800	0,990121	84,13939	16,756881	1,7323E-11
16900	0,99018	83,761156	16,674046	1,52767E-11
17000	0,990083	83,375812	16,595967	1,69607E-10
17100	0,990121	82,958064	16,519349	1,23947E-10
17200	0,990025	82,603603	16,449757	1,15747E-10
17300	0,989836	82,224104	16,379624	1,20551E-10
17400	0,989596	81,808542	16,299687	1,7215E-10
17500	0,989656	81,490193	16,235279	2,69708E-10
17600	0,989715	81,274031	16,189489	2,69054E-10
17700	0,989662	80,972614	16,131435	3,44798E-10
17800	0,98947	80,605886	16,055644	2,58709E-10
17900	0,989473	80,260686	15,988325	3,10209E-10
18000	0,989178	79,878029	15,916879	3,12525E-10
18100	0,989003	79,508695	15,844795	3,46503E-10
18200	0,988878	79,162396	15,780305	3,51577E-10
18300	0,988648	78,806469	15,708216	3,85072E-10
18400	0,988416	78,428315	15,63571	3,20412E-10
18500	0,988478	78,116991	15,569012	3,51477E-10
18600	0,988516	77,818733	15,509328	3,43604E-10
18700	0,988369	77,457723	15,440364	3,5881E-10
18800	0,988431	77,138777	15,38163	3,64693E-10
18900	0,988492	76,86168	15,328476	3,08191E-10
19000	0,988553	76,749193	15,301335	2,96993E-10
19100	0,988613	76,799621	15,308618	3,34722E-10
19200	0,988672	76,749407	15,300705	1,66011E-10
19300	0,988731	76,594777	15,272488	2,23324E-10
19400	0,988789	76,402316	15,235081	1,68797E-10
19500	0,988846	76,186189	15,192512	1,18533E-10
19600	0,988563	75,869584	15,134658	5,31486E-11
19700	0,988621	75,694171	15,093552	5,24096E-11
19800	0,988679	75,738741	15,104944	8,77804E-11
19900	0,988736	75,83464	15,120752	1,02588E-10
20000	0,988792	75,940761	15,140148	5,43707E-11
20100	0,988848	76,188258	15,187018	1,11982E-10
20200	0,988903	76,533219	15,256923	7,35412E-11
20300	0,988957	76,997137	15,346404	3,83835E-11
20400	0,989012	77,630745	15,471144	6,4432E-11
20500	0,989065	78,450947	15,634058	3,65077E-11
20600	0,989118	79,258987	15,792393	1,36723E-10
20700	0,989171	80,14574	15,967583	1,51957E-10
20800	0,989223	81,067535	16,146635	2,62233E-10
20900	0,989274	81,952312	16,321642	1,97574E-10
21000	0,989326	82,896737	16,506383	1,36936E-10
21100	0,989376	83,959512	16,712767	2,12623E-10
21200	0,989426	84,806849	16,888077	3,28413E-10
21300	0,989476	85,645432	17,051681	3,00687E-10
21400	0,989525	86,632083	17,247794	3,68544E-10
21500	0,989574	87,691158	17,453182	3,36996E-10
21600	0,989622	88,804992	17,674317	3,84432E-10
21700	0,98967	89,72375	17,858562	2,78362E-10
21800	0,989717	90,571299	18,024909	2,60414E-10
21900	0,989764	91,452298	18,205536	3,62533E-10
22000	0,989811	92,284648	18,374245	4,39499E-10
22100	0,989857	93,007647	18,522008	3,6718E-10
22200	0,989903	93,616734	18,644674	3,42339E-10
22300	0,989948	94,260372	18,772096	2,99053E-10
22400	0,989993	94,848313	18,887925	3,53154E-10
22500	0,990037	95,540494	19,022192	2,83208E-10
22600	0,990081	96,176281	19,148799	2,38003E-10
22700	0,990125	96,812029	19,275256	3,21137E-10
22800	0,990168	97,554104	19,42026	3,905E-10
22900	0,990211	98,150662	19,541555	4,19433E-10
23000	0,990254	98,761132	19,665967	4,4858E-10
23100	0,990296	99,334456	19,782335	5,69045E-10
23200	0,990338	99,668505	19,853672	5,79305E-10
23300	0,990379	99,806733	19,884591	6,09631E-10
23400	0,99042	99,891609	19,898716	5,63773E-10
23500	0,990461	100,089762	19,937489	5,22164E-10
23600	0,990502	100,25375	19,965802	4,33587E-10
23700	0,990542	100,282718	19,975039	4,0184E-10
23800	0,990581	100,257509	19,965523	2,1852E-10
23900	0,990621	100,254545	19,969818	2,657E-10
24000	0,99066	100,2606	19,969172	2,9172E-10
24100	0,990699	100,2626	19,972243	3,64778E-10
24200	0,990737	100,260379	19,969871	3,8419E-10
24300	0,990775	100,358952	19,985871	2,87599E-10
24400	0,990813	100,788166	20,069332	2,63626E-10
24500	0,99085	101,327842	20,170973	3,6276E-10
24600	0,990888	101,93662	20,287202	1,72221E-10
24700	0,990925	102,567711	20,412047	8,31761E-11
24800	0,990961	103,18096	20,535278	4,36273E-12
24900	0,990998	103,690481	20,639994	4,41105E-11
25000	0,991033	103,989752	20,706797	2,49685E-11
25100	0,991069	104,242157	20,760026	1,36325E-10
25200	0,991105	104,314673	20,777143	1,76925E-11
25300	0,99114	104,208503	20,759643	4,30589E-12
25400	0,991175	104,181244	20,751684	3,15197E-11
25500	0,991209	104,069886	20,729267	7,66534E-11
25600	0,991244	103,937245	20,702166	1,09253E-10
25700	0,991278	103,789895	20,678748	1,49086E-10
25800	0,991191	103,428073	20,608003	1,54941E-10
25900	0,991208	103,110031	20,546403	1,76897E-10
26000	0,991224	102,854872	20,496669	1,36922E-10
26100	0,991223	102,544018	20,433067	7,15943E-11
26200	0,991256	102,300197	20,383345	5,09175E-11
26300	0,991289	102,05578	20,334908	7,90124E-12
26400	0,991323	101,96392	20,317735	8,49809E-12
26500	0,991355	101,763199	20,279413	4,76916E-11
26600	0,991388	101,566171	20,242911	6,89511E-11
26700	0,99142	101,29404	20,193451	2,10235E-10
26800	0,991395	100,979037	20,128647	2,26237E-10
26900	0,991318	100,664729	20,063464	2,69807E-10
27000	0,99135	100,46102	20,023108	3,06599E-10
27100	0,991382	100,281531	19,98945	3,80879E-10
27200	0,991413	100,348688	19,993495	3,22984E-10
27300	0,991445	100,516628	20,024513	3,33458E-10
27400	0,991476	100,701338	20,062448	3,39568E-10
27500	0,991507	100,865755	20,099437	3,85327E-10
27600	0,991538	100,898907	20,109793	3,75849E-10
27700	0,991568	100,893224	20,106036	4,18424E-10
27800	0,991599	100,806495	20,09162	3,83551E-10
27900	0,991629	100,730673	20,07555	5,44389E-10
28000	0,991659	100,639813	20,056464	5,14177E-10
28100	0,991688	100,468765	20,022726	4,83197E-10
28200	0,991718	100,266614	19,984984	5,06404E-10
28300	0,991727	99,999225	19,937557	4,50314E-10
28400	0,991669	99,699633	19,87788	5,38279E-10
28500	0,991458	99,37227	19,814502	5,77458E-10
28600	0,991455	99,059263	19,753876	4,50811E-10
28700	0,99138	98,770342	19,70139	4,51422E-10
28800	0,991398	98,479015	19,643935	3,05633E-10
28900	0,991422	98,206031	19,59293	4,08946E-10
29000	0,991159	97,895495	19,531925	4,33843E-10
29100	0,991109	97,653625	19,483839	4,67082E-10
29200	0,99099	97,389521	19,434131	4,52374E-10
29300	0,990565	97,073336	19,380642	5,21112E-10
29400	0,990307	96,771055	19,319496	5,31259E-10
29500	0,989985	96,479662	19,264878	2,46814E-10
29600	0,990019	96,275249	19,217346	5,62281E-10
29700	0,990052	96,165246	19,193846	5,75369E-10
29800	0,990086	96,011912	19,165717	7,44279E-10
29900	0,990077	95,764153	19,118372	6,35453E-10
30000	0,99011	95,619007	19,091209	4,65107E-10
30100	0,990143	95,528749	19,070269	8,87624E-10
30200	0,990176	95,405573	19,046644	1,07448E-09
30300	0,990186	95,229394	19,011067	7,45601E-10
30400	0,989916	94,943125	18,953427	8,93351E-10
30500	0,989949	94,74169	18,910339	9,78673E-10
30600	0,989982	94,623888	18,885002	1,04781E-09
30700	0,990014	94,428871	18,847891	1,15634E-09
30800	0,990005	94,184223	18,796021	9,07264E-10
30900	0,990038	94,055133	18,769353	7,89029E-10
31000	0,99007	93,866799	18,734783	8,68766E-10
31100	0,989915	93,590884	18,680549	1,23494E-09
31200	0,989884	93,330042	18,63123	1,17448E-09
31300	0,989764	93,055208	18,575136	1,06387E-09
31400	0,98975	92,791734	18,5266	1,11251E-09
31500	0,989782	92,594417	18,481827	1,38235E-09
31600	0,989815	92,488234	18,456661	1,51536E-09
31700	0,989847	92,368539	18,435774	1,68815E-09
31800	0,989652	92,108403	18,386829	1,69275E-09
31900	0,989594	91,861249	18,333039	1,37169E-09
32000	0,989626	91,698522	18,302988	1,12678E-09
32100	0,989659	91,499705	18,263046	8,50193E-10
32200	0,98964	91,303389	18,223068	9,98085E-10
32300	0,989672	91,135125	18,192748	8,21544E-10
32400	0,989704	90,998252	18,165622	8,16911E-10
32500	0,989736	90,839711	18,133082	8,93763E-10
32600	0,989767	90,654778	18,096854	1,08297E-09
32700	0,989404	90,401617	18,049257	1,37406E-09
32800	0,989352	90,167153	17,999397	1,58543E-09
32900	0,98916	89,913832	17,954504	1,63584E-09
33000	0,989192	89,685649	17,911056	1,50239E-09
33100	0,989136	89,457173	17,866564	1,61623E-09
33200	0,989169	89,315877	17,835211	1,54148E-09
33300	0,989202	89,175953	17,806896	1,60304E-09
33400	0,989234	89,03146	17,778603	1,46169E-09
33500	0,989155	88,820903	17,73886	1,45526E-09
33600	0,989183	88,653185	17,704071	1,67384E-09
33700	0,989215	88,540396	17,68008	1,61688E-09
33800	0,989247	88,389155	17,650238	1,44905E-09
33900	0,989264	88,212517	17,615682	1,16721E-09
34000	0,989155	87,976024	17,571291	1,20185E-09
34100	0,989187	87,779409	17,531135	1,09752E-09
34200	0,989219	87,625621	17,497723	1,12948E-09
34300	0,989162	87,441232	17,462587	9,76499E-10
34400	0,98917	87,303374	17,431836	1,09947E-09
34500	0,989202	87,211194	17,411953	1,05696E-09
34600	0,989233	87,11979	17,395803	8,40544E-10
34700	0,989264	86,957385	17,361844	9,16017E-10
34800	0,989295	86,810289	17,326666	8,80732E-10
34900	0,989326	86,840055	17,329162	9,30285E-10
35000	0,989356	86,832469	17,324367	8,57739E-10
35100	0,989386	86,839317	17,325429	8,08171E-10
35200	0,989416	86,889565	17,3373	9,48205E-10
35300	0,989446	86,895917	17,335756	1,20984E-09
35400	0,989476	86,864575	17,329245	1,10037E-09
35500	0,989423	86,74338	17,306438	1,20227E-09
35600	0,98943	86,555349	17,266258	1,08997E-09
35700	0,98946	86,352994	17,227066	1,16462E-09
35800	0,98918	86,15828	17,192968	1,24436E-09
35900	0,989019	85,996997	17,158375	1,43396E-09
36000	0,989049	85,883644	17,134319	1,68249E-09
