0.822486	3.173160	0.578528	0.280478
0.835172	4.332717	0.915299	0.312612
0.858144	5.108629	0.182232	4.175101
0.842759	4.585047	1.340913	2.156942
0.835900	4.259791	1.632348	3.936378
0.825489	3.978221	0.937196	0.648611
0.826206	4.055737	1.095073	1.398476
0.819418	3.876273	0.830151	0.227303
0.820753	3.989768	0.757168	0.225611
0.816672	3.873721	1.107247	1.614623
0.815274	3.845803	0.825707	0.245984
0.821889	4.055960	2.007365	5.930612
0.823056	4.257314	0.654752	0.994778
0.822456	4.172886	0.495126	1.709494
0.823208	4.202501	1.288115	2.206194
0.828688	4.560622	1.129698	1.097717
0.830468	4.682179	1.667560	3.697206
0.830223	4.628294	1.041360	0.599899
0.827165	4.516985	0.748967	0.765072
0.823127	4.413984	1.002966	0.594839
0.823250	4.388529	0.650462	1.134018
0.823388	4.332037	1.004131	0.674373
0.823405	4.305793	0.655974	1.035006
0.822945	4.324354	1.274982	2.006134
0.825600	4.316691	0.949657	0.411564
0.829508	4.488976	1.019415	0.605030
0.831332	4.511153	1.051434	0.759353
0.830915	4.458128	0.875788	0.072449
0.831148	4.449599	1.012315	0.607100
0.830109	4.462673	0.842964	0.253188
0.831704	4.547633	1.310723	1.994599
0.830835	4.501836	1.145995	1.224066
0.831974	4.569169	1.064539	0.759466
0.832346	4.538502	1.489967	2.920762
0.834052	4.603818	1.643820	3.644311
0.833902	4.575466	0.856623	0.273543
0.835477	4.556288	1.044180	0.689621
0.836104	4.536665	1.222801	1.609358
0.835790	4.526346	1.454523	2.785514
0.836745	4.537993	0.897532	0.026451
0.836132	4.517956	1.366513	2.345120
0.836896	4.528634	0.893787	0.035208
0.837428	4.559127	1.065702	0.797213
0.835526	4.516852	1.312031	2.070698
0.834360	4.477667	1.610566	3.607789
0.834251	4.487328	0.937057	0.216568
0.834115	4.463642	1.398137	2.556950
0.833242	4.451126	0.977750	0.457671
0.832828	4.444115	1.587910	3.521378
0.833098	4.433187	0.872612	0.058446
0.833276	4.426361	0.886408	0.017167
0.835282	4.456336	0.784741	0.516547
0.834622	4.430103	1.115857	1.169492
0.835890	4.469174	0.719923	0.855556
0.835818	4.464401	0.751623	0.690682
0.835175	4.441237	1.237208	1.771277
0.835031	4.427780	1.167950	1.437923
0.834103	4.396749	0.880576	0.023442
0.834959	4.453949	0.406268	2.413536
0.835407	4.461107	0.886512	0.006011
0.835317	4.445689	0.947520	0.310554
0.835717	4.435439	1.273324	1.954030
0.836136	4.433100	0.763686	0.601885
0.835412	4.411675	0.581630	1.497602
0.835342	4.410463	0.549769	1.656284
0.835792	4.398767	0.940781	0.319265
0.835798	4.377685	0.473101	2.005763
0.836884	4.408165	1.197122	1.600303
0.835562	4.384133	1.026431	0.757101
0.835352	4.373336	0.719577	0.769875
0.835995	4.398247	0.791164	0.434836
0.835956	4.394177	0.830217	0.236973
0.834978	4.368263	1.487788	3.073531
0.835413	4.372054	1.233790	1.795952
0.835914	4.406880	0.429245	2.259030
0.836299	4.414761	0.930426	0.240569
0.836455	4.408997	0.888873	0.040833
0.836534	4.434283	0.817045	0.343591
0.836665	4.453239	1.319918	2.150767
0.836676	4.454808	0.992045	0.510459
0.836636	4.443325	0.538944	1.743669
0.837116	4.458907	0.814981	0.375579
0.836444	4.437939	0.845754	0.201203
0.836560	4.446633	0.646808	1.206751
0.836219	4.436712	1.070550	0.926255
0.837133	4.454095	0.446303	2.217062
0.837825	4.495739	0.815158	0.407995
0.837981	4.498403	0.970427	0.367930
0.838791	4.568792	0.634900	1.383513
0.838911	4.579577	0.893964	0.092538
0.839313	4.585841	0.810694	0.516653
0.839001	4.573244	0.818219	0.469448
0.838721	4.572285	1.005534	0.469346
0.838595	4.563185	0.129703	3.913317
0.838002	4.543697	0.550197	1.788347
0.837842	4.543101	0.563403	1.720743
0.837693	4.532345	0.957645	0.264817
0.837646	4.521371	1.133594	1.155898
0.837421	4.511684	0.597956	1.516819
0.836943	4.501040	1.114357	1.078027
0.836698	4.491786	0.788205	0.549625
0.836204	4.478635	0.964663	0.344465
0.836785	4.499584	0.830775	0.345592
0.835951	4.478889	0.934858	0.190564
0.836378	4.506534	1.171502	1.346540
0.836122	4.495792	0.989038	0.444002
0.835884	4.493064	1.914155	5.067008
0.835867	4.486073	0.985163	0.433733
0.835301	4.468938	1.055565	0.802307
0.834340	4.449806	1.629994	3.685862
0.834438	4.447704	0.998436	0.536577
0.834302	4.438731	1.010174	0.603670
0.834420	4.432688	0.956571	0.342964
0.834600	4.427584	0.874669	0.060350
0.834561	4.420094	1.480727	2.971276
0.833859	4.404687	0.792560	0.449446
0.834146	4.418453	1.235990	1.753484
0.834341	4.416831	0.880761	0.017796
0.833437	4.399012	1.449190	2.836549
0.833829	4.421868	0.972280	0.433350
0.834212	4.428703	1.179777	1.465664
0.834501	4.436748	0.840408	0.237109
0.834298	4.427226	1.449035	2.812023
0.833884	4.418945	1.585193	3.498016
0.834270	4.435961	1.237402	1.747359
0.833811	4.421415	1.054201	0.845506
0.833963	4.415737	0.915857	0.162689
0.834065	4.428410	1.497472	3.059150
0.833308	4.412933	0.667932	1.073992
0.833382	4.407979	0.802547	0.395818
0.833373	4.401268	0.739008	0.706732
0.833343	4.395274	0.881045	0.009237
0.833539	4.386448	0.827989	0.247981
0.833016	4.379723	1.141012	1.320365
0.832871	4.375512	1.031206	0.776820
0.832994	4.373832	0.872218	0.013693
0.832742	4.374893	1.317953	2.209656
0.832546	4.364574	0.781023	0.463748
0.832684	4.380397	0.954741	0.390525
0.832986	4.392647	1.294259	2.076110
0.833015	4.389744	1.098399	1.099926
0.833492	4.398621	0.884330	0.022000
0.833632	4.393216	1.457478	2.893460
0.833645	4.397942	0.901107	0.106661
0.833908	4.412490	0.864940	0.085451
0.833711	4.410702	0.236126	3.229940
0.834083	4.409448	0.782840	0.492952
0.834418	4.407991	0.822385	0.293493
0.834867	4.428425	1.522815	3.192627
0.834935	4.433662	1.016464	0.651567
0.834680	4.422963	0.296937	2.937662
0.834895	4.424821	1.023369	0.696280
0.834714	4.416593	0.865987	0.084280
0.834671	4.408853	0.831851	0.247244
0.834343	4.397022	1.186461	1.536069
0.834716	4.433994	1.211998	1.630494
0.834632	4.425162	1.018107	0.669979
0.834717	4.420234	1.116410	1.167297
0.835132	4.428509	0.297434	2.939231
0.835078	4.429713	0.846480	0.191569
0.835054	4.427923	0.715153	0.847469
0.835006	4.423149	1.435969	2.766756
0.835104	4.419618	0.860704	0.109277
0.834627	4.408303	0.435216	2.229590
0.835044	4.413937	0.540732	1.705948
0.834915	4.408401	1.469184	2.947212
0.834912	4.400852	0.944129	0.326075
0.834673	4.402084	0.952963	0.370087
0.834787	4.406481	0.360466	2.601314
0.834763	4.404295	1.182202	1.516995
0.834570	4.396265	0.909302	0.156224
0.834218	4.386476	1.257646	1.906523
0.834362	4.380525	0.830302	0.224779
0.834157	4.371437	1.438267	2.828577
0.834124	4.368271	0.439013	2.170621
0.833830	4.359686	0.444101	2.137353
0.833985	4.358631	0.906464	0.178108
0.833841	4.350487	0.853501	0.078757
0.834188	4.358058	1.168692	1.492521
0.834459	4.361997	1.182335	1.558030
0.834616	4.362745	0.921144	0.250769
0.834449	4.366022	0.844308	0.137704
0.834212	4.362949	0.839904	0.158000
0.833841	4.353741	1.584711	3.577278
0.833925	4.354807	0.907735	0.188098
0.833976	4.365423	0.422931	2.248421
0.834312	4.375899	1.635677	3.815277
0.834126	4.374650	0.705346	0.842393
0.834146	4.369873	1.321189	2.245803
0.834102	4.368085	1.961463	5.450853
0.834297	4.367579	1.321967	2.250511
0.834354	4.365677	1.081442	1.049420
0.834298	4.361058	0.940444	0.347467
0.834306	4.369774	0.846462	0.130446
0.834049	4.360944	1.398534	2.643284
0.833788	4.355871	1.579149	3.552494
0.834274	4.385066	0.769079	0.532792
0.834116	4.376899	0.833147	0.205224
0.834075	4.369484	0.769816	0.515567
0.834010	4.365819	0.899499	0.136762
0.833813	4.359185	0.802403	0.342927
0.834053	4.363402	0.830038	0.206780
0.834008	4.363379	0.979747	0.542189
0.834500	4.373495	0.833607	0.198782
0.834276	4.364408	1.071075	0.998245
0.834094	4.362443	0.767852	0.518455
0.834261	4.363867	1.226005	1.774979
0.834433	4.363273	0.856369	0.073708
0.834463	4.360490	0.758101	0.562902
0.834461	4.359412	1.049840	0.900348
0.834017	4.349856	0.614932	1.270124
0.834319	4.357325	1.093671	1.120820
0.834237	4.354497	0.863367	0.029895
0.834303	4.350896	0.970606	0.510757
0.834076	4.346480	0.880875	0.065235
0.833944	4.338977	0.793928	0.363980
0.834028	4.338813	0.979079	0.563266
0.833978	4.336058	0.923663	0.289147
0.833914	4.331736	0.301601	2.821635
0.834101	4.335244	0.488024	1.891779
0.833849	4.327132	0.849142	0.077683
0.833689	4.320550	0.689615	0.869912
0.833419	4.314211	0.872756	0.051844
0.833372	4.309190	1.227498	1.831873
0.833580	4.310404	0.759149	0.512284
