100	0.822486	3.173245	0.634640	0.00000000000010791368
200	0.835172	4.333326	0.881456	0.14024292191489884374
300	0.858144	5.109570	0.974986	0.11496948194548561872
400	0.842759	4.585337	1.517040	3.04220471911334566784
500	0.835900	4.259047	0.989199	0.70781270916604199783
600	0.825489	3.977778	0.260196	2.69321991690716355805
700	0.826206	4.055493	0.239084	2.86469160208427808811
800	0.819418	3.876737	0.029631	3.73026504049221552251
900	0.820753	3.990743	0.095185	3.51754220962738139988
1000	0.816672	3.874547	0.184014	2.96243493972403371117
1100	0.815274	3.846596	-0.063488	4.16120984957743367261
1200	0.821889	4.055843	0.003891	4.03648524531316965636
1300	0.823056	4.257650	-0.993714	9.20919125817372119513
1400	0.822456	4.173370	-0.694209	7.62725813098425753367
1500	0.823208	4.202936	-0.265294	5.52284093483333649033
1600	0.828688	4.561023	-0.536069	7.24604101934279043462
1700	0.830468	4.682134	-0.630367	7.84968612362985940223
1800	0.830223	4.628249	-1.251204	10.90997279835551481142
1900	0.827165	4.517973	-1.275268	10.90636592577729224729
2000	0.823127	4.414926	-1.044719	9.63226466171154882545
2100	0.823250	4.389437	-1.069425	9.74018255328473614441
2200	0.823388	4.332885	-0.778578	8.21473179652478968649
2300	0.823405	4.306733	-0.841563	8.50289298325173348303
2400	0.822945	4.325319	-0.570282	7.15685933867382129137
2500	0.825600	4.317639	-0.899544	8.79638766989696563314
2600	0.829508	4.489927	-0.873285	8.85372222634650718476
2700	0.831332	4.512104	-0.916948	9.10846922529015579073
2800	0.830915	4.459084	-1.009750	9.51560380335899402837
2900	0.831148	4.450526	-0.934233	9.11718943196362019421
3000	0.830109	4.463577	-0.988563	9.40013815453844614467
3100	0.831704	4.548577	-0.862281	8.85249492530842019278
3200	0.830835	4.502728	-1.201738	10.50714892141428968841
3300	0.831974	4.570311	-1.359675	11.37627173421297399614
3400	0.832346	4.539730	-1.445996	11.77886076239228785312
3500	0.834052	4.604830	-1.927548	14.27661060892492805863
3600	0.833902	4.576473	-2.558734	17.42632720330303897072
3700	0.835477	4.557537	-2.414867	16.68971583537963709887
3800	0.836104	4.538170	-2.463835	16.92185977639310578979
3900	0.835790	4.527771	-2.690899	18.05486812947815167263
4000	0.836745	4.539553	-3.139505	20.32061017285005988242
4100	0.836132	4.519558	-3.042359	19.79928708369969214687
4200	0.836896	4.530241	-3.398661	21.61667794517321539161
4300	0.837428	4.560664	-3.286461	21.07878975642986674188
4400	0.835526	4.518349	-3.358186	21.37939781845322073650
4500	0.834360	4.479049	-3.674752	22.92725150806205292042
4600	0.834251	4.488725	-4.277406	25.96069814457735347446
4700	0.834115	4.464904	-4.212446	25.61723895632783865040
4800	0.833242	4.452450	-4.608728	27.59058962730392750018
4900	0.832828	4.445422	-4.591000	27.47543761820800511941
5000	0.833098	4.434506	-5.174831	30.37793862256784649389
5100	0.833276	4.427657	-5.046187	29.72399267378947840257
5200	0.835282	4.457675	-4.922238	29.16976173720120257826
5300	0.834622	4.431397	-4.718821	28.11138227252180143978
5400	0.835890	4.470444	-4.834953	28.73923716630702074326
5500	0.835818	4.465670	-4.563293	27.37688281339230655931
5600	0.835175	4.442477	-4.334817	26.20932544597581426160
5700	0.835031	4.428988	-4.591706	27.48955713045166859843
5800	0.834103	4.397941	-4.787404	28.42908081977353873526
5900	0.834959	4.455147	-4.682252	27.97096398341102130303
6000	0.835407	4.462369	-4.112869	25.13125872246593317527
6100	0.835317	4.446935	-4.037317	24.71296465632961059100
6200	0.835717	4.436682	-4.022247	24.62009331765073483211
6300	0.836136	4.434399	-4.329122	26.15249133315619900486
6400	0.835412	4.412960	-4.139205	25.15115188896914588668
6500	0.835342	4.411795	-3.768383	23.29028327432691725107
6600	0.835792	4.400092	-3.370971	21.30555732831266624316
6700	0.835798	4.379170	-3.375521	21.30255248527743461295
6800	0.836884	4.409623	-2.909452	19.01243296577560215610
6900	0.835562	4.385572	-3.180084	20.31412363368043827450
7000	0.835352	4.374789	-3.274151	20.77091258378562343978
7100	0.835995	4.399717	-3.057930	19.71870159975331304736
7200	0.835956	4.395631	-2.919771	19.01600027578129115113
7300	0.834978	4.369751	-2.829416	18.52225537063527838200
7400	0.835413	4.373477	-3.386306	21.30241377930887125558
7500	0.835914	4.408321	-3.673884	22.79162505261800930612
7600	0.836299	4.416297	-3.167239	20.26339072012464015415
7700	0.836455	4.410582	-3.161337	20.23670253347994218984
7800	0.836534	4.435974	-3.112139	20.01749571382964631994
7900	0.836665	4.454893	-2.991917	19.42448448107351666181
8000	0.836676	4.456458	-3.366531	21.30621965032064935031
8100	0.836636	4.444966	-3.414171	21.54710319784400240906
8200	0.837116	4.460653	-3.014075	19.56217419830423764893
